code_name,Molecule,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,xtbjson
mol_921,Stanolone,-3.882,1,290.447,1,4,0,37.3,-4.743,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,QDESCP/boltz/mol_921_rdkit_boltz.json
mol_922,1-Hexene-3-ol,-1.199,1,100.161,1,0,3,20.23,-0.59,CCCC(O)C=C,QDESCP/boltz/mol_922_rdkit_boltz.json
mol_923,norbormide,-4.238,1,511.581,2,7,5,92.18,-3.931,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,QDESCP/boltz/mol_923_rdkit_boltz.json
mol_924,Dibutyl ether ,-2.135,1,130.231,0,0,6,9.23,-1.85,CCCCOCCCC,QDESCP/boltz/mol_924_rdkit_boltz.json
mol_925,1-Dodecanol,-3.523,1,186.339,1,0,10,20.23,-4.8,CCCCCCCCCCCCO,QDESCP/boltz/mol_925_rdkit_boltz.json
mol_926,RTI 6,-3.335,1,313.361,2,3,4,81.59,-3.36,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,QDESCP/boltz/mol_926_rdkit_boltz.json
mol_927,2-Methyl-2-pentanol,-1.308,1,102.177,1,0,2,20.23,-0.49,CCCC(C)(C)O,QDESCP/boltz/mol_927_rdkit_boltz.json
mol_928,Flucytosine,-0.132,1,129.094,2,1,0,71.77,-0.972,Nc1nc(=O)[nH]cc1F,QDESCP/boltz/mol_928_rdkit_boltz.json
mol_929,stadacaine,-5.128,1,293.407,0,1,9,38.77,-3.84,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,QDESCP/boltz/mol_929_rdkit_boltz.json
mol_930,2-Methyl-2-heptanol,-2.017,1,130.231,1,0,4,20.23,-1.72,CCCCCC(C)(C)O,QDESCP/boltz/mol_930_rdkit_boltz.json
mol_931,Hexamethylbenzene,-4.361,1,162.276,0,1,0,0.0,-5.23,Cc1c(C)c(C)c(C)c(C)c1C,QDESCP/boltz/mol_931_rdkit_boltz.json
mol_932,Thymol,-3.129,1,150.221,1,1,1,20.23,-2.22,CC(C)c1ccc(C)cc1O,QDESCP/boltz/mol_932_rdkit_boltz.json
mol_933,Pteridine,-0.906,2,132.126,0,2,0,51.56,0.02,c2cnc1ncncc1n2,QDESCP/boltz/mol_933_rdkit_boltz.json
mol_934,Parathion,-3.949,1,291.265,0,1,7,70.83,-4.66,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,QDESCP/boltz/mol_934_rdkit_boltz.json
mol_935,Methane,-0.636,0,16.043,0,0,0,0.0,-0.9,C,QDESCP/boltz/mol_935_rdkit_boltz.json
mol_936,indoline,-2.195,2,119.167,1,2,0,12.03,-1.04,c2ccc1NCCc1c2 ,QDESCP/boltz/mol_936_rdkit_boltz.json
mol_937,1-Nitronapthalene,-3.414,1,173.171,0,2,1,43.14,-3.54,O=N(=O)c1cccc2ccccc12,QDESCP/boltz/mol_937_rdkit_boltz.json
mol_938,3-Methyl-2-pentanone,-1.266,1,100.161,0,0,2,17.07,-0.67,CCC(C)C(=O)C,QDESCP/boltz/mol_938_rdkit_boltz.json
mol_939,isoguanine,-1.74,1,151.129,3,2,0,100.71,-3.401,Nc1nc(O)nc2nc[nH]c12 ,QDESCP/boltz/mol_939_rdkit_boltz.json
mol_940,bromadiolone,-7.877,1,527.414,2,5,6,70.67,-4.445,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,QDESCP/boltz/mol_940_rdkit_boltz.json
mol_941,Nitromethane,-0.042,1,61.04,0,0,0,43.14,0.26,CN(=O)=O,QDESCP/boltz/mol_941_rdkit_boltz.json
mol_942,Triallate,-4.578,1,304.67,0,0,4,20.31,-4.88,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,QDESCP/boltz/mol_942_rdkit_boltz.json
mol_943,"1,5-Hexadiene ",-2.112,1,82.146,0,0,3,0.0,-2.68,C=CCCC=C,QDESCP/boltz/mol_943_rdkit_boltz.json
mol_944,Indole,-2.654,2,117.151,1,2,0,15.79,-1.52,c2ccc1[nH]ccc1c2,QDESCP/boltz/mol_944_rdkit_boltz.json
mol_945,Androstenedione,-3.393,1,286.415,0,4,0,34.14,-3.69,CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,QDESCP/boltz/mol_945_rdkit_boltz.json
mol_946,1-Hexene,-2.364,1,84.162,0,0,3,0.0,-3.23,CCCCC=C,QDESCP/boltz/mol_946_rdkit_boltz.json
mol_947,Xipamide,-3.642,1,354.815,3,2,3,109.49,-3.79,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,QDESCP/boltz/mol_947_rdkit_boltz.json
mol_948,Ethylcyclohexane,-3.245,1,112.216,0,1,1,0.0,-4.25,CCC1CCCCC1,QDESCP/boltz/mol_948_rdkit_boltz.json
mol_949,2-Nonanone,-2.263,1,142.242,0,0,6,17.07,-2.58,CCCCCCCC(=O)C,QDESCP/boltz/mol_949_rdkit_boltz.json
mol_950,Mebendazole,-4.118,1,295.298,2,3,3,84.08,-3.88,COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,QDESCP/boltz/mol_950_rdkit_boltz.json
mol_951,Chloropham,-3.544,1,213.664,1,1,2,38.33,-3.38,CC(C)OC(=O)Nc1cccc(Cl)c1,QDESCP/boltz/mol_951_rdkit_boltz.json
mol_952,RTI 12,-3.446,1,288.738,0,3,1,49.33,-4.114,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,QDESCP/boltz/mol_952_rdkit_boltz.json
mol_953,Carbaryl,-3.087,1,201.225,1,2,1,38.33,-3.224,CNC(=O)Oc1cccc2ccccc12,QDESCP/boltz/mol_953_rdkit_boltz.json
mol_954,Ethyne,-0.252,1,26.038,0,0,0,0.0,0.29,C#C,QDESCP/boltz/mol_954_rdkit_boltz.json
mol_955,"3,5-Dimethylpyridine",-2.098,1,107.156,0,1,0,12.89,0.38,Cc1cncc(C)c1,QDESCP/boltz/mol_955_rdkit_boltz.json
mol_956,"1,4-Cyclohexadiene",-1.842,2,80.13,0,1,0,0.0,-2.06,C1C=CCC=C1,QDESCP/boltz/mol_956_rdkit_boltz.json
mol_957,Mecarbam,-3.738,1,329.38,0,0,8,65.07,-2.518,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,QDESCP/boltz/mol_957_rdkit_boltz.json
mol_958,1-Phenylethanol,-1.919,1,122.167,1,1,1,20.23,-0.92,CC(O)c1ccccc1,QDESCP/boltz/mol_958_rdkit_boltz.json
mol_959,"1,2-Dichloropropane",-1.794,1,112.987,0,0,1,0.0,-1.6,CC(Cl)CCl,QDESCP/boltz/mol_959_rdkit_boltz.json
mol_960,2-Ethyl-2-hexanal,-2.081,1,126.199,0,0,4,17.07,-2.46,CCCC=C(CC)C=O,QDESCP/boltz/mol_960_rdkit_boltz.json
mol_961,Disulfoton,-3.975,1,274.413,0,0,9,18.46,-4.23,CCOP(=S)(OCC)SCCSCC,QDESCP/boltz/mol_961_rdkit_boltz.json
mol_962,methyltestosterone acetate,-4.863,1,344.495,0,4,1,43.37,-5.284,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,QDESCP/boltz/mol_962_rdkit_boltz.json
mol_963,"2,4,6-PCB",-5.604,1,257.547,0,2,1,0.0,-6.14,Clc1ccc(cc1)c2c(Cl)cccc2Cl ,QDESCP/boltz/mol_963_rdkit_boltz.json
mol_964,difluron,-4.692,1,310.687,2,2,2,58.2,-6.02,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,QDESCP/boltz/mol_964_rdkit_boltz.json
mol_965,Triclosan,-5.645,1,289.545,1,2,2,29.46,-4.46,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,QDESCP/boltz/mol_965_rdkit_boltz.json
mol_966,diisooctyl phthalate,-7.117,1,390.564,0,1,14,52.6,-6.637,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,QDESCP/boltz/mol_966_rdkit_boltz.json
mol_967,Corticosterone,-3.454,1,346.467,2,4,2,74.6,-3.24,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,QDESCP/boltz/mol_967_rdkit_boltz.json
mol_968,"1,3,5-Trimethylbenzene ",-3.375,1,120.195,0,1,0,0.0,-3.4,Cc1cc(C)cc(C)c1,QDESCP/boltz/mol_968_rdkit_boltz.json
mol_969,dioctyl phthalate,-7.148,1,390.564,0,1,16,52.6,-5.115,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,QDESCP/boltz/mol_969_rdkit_boltz.json
mol_970,1-Pentadecanol,-4.586,1,228.42,1,0,13,20.23,-6.35,CCCCCCCCCCCCCCCO,QDESCP/boltz/mol_970_rdkit_boltz.json
mol_971,"2,2',6,6'-PCB",-5.915,1,291.992,0,2,1,0.0,-7.39,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,QDESCP/boltz/mol_971_rdkit_boltz.json
mol_972,"5,5-Dimethylbarbituric acid",-0.556,1,156.141,2,1,0,75.27,-1.742,O=C1NC(=O)NC(=O)C1(C)C,QDESCP/boltz/mol_972_rdkit_boltz.json
mol_973,2-Iodopropane,-2.486,1,169.993,0,0,0,0.0,-2.09,CC(C)I,QDESCP/boltz/mol_973_rdkit_boltz.json
mol_974,"1,2-Dinitrobenzene",-2.281,1,168.108,0,1,2,86.28,-3.1,O=N(=O)c1ccccc1N(=O)=O,QDESCP/boltz/mol_974_rdkit_boltz.json
mol_975,3-Methyl-2-butanone,-0.912,1,86.134,0,0,1,17.07,-0.12,CC(C)C(=O)C,QDESCP/boltz/mol_975_rdkit_boltz.json
mol_976,Hexadecane,-6.159,1,226.448,0,0,13,0.0,-8.4,CCCCCCCCCCCCCCCC,QDESCP/boltz/mol_976_rdkit_boltz.json
mol_977,"1,8-Cineole",-2.579,1,154.253,0,3,0,9.23,-1.74,CC12CCC(CC1)C(C)(C)O2,QDESCP/boltz/mol_977_rdkit_boltz.json
mol_978,Tricyclazole,-2.868,1,189.243,0,3,0,30.19,-2.07,Cc2cccc3sc1nncn1c23 ,QDESCP/boltz/mol_978_rdkit_boltz.json
mol_979,2-Octanone,-1.909,1,128.215,0,0,5,17.07,-2.05,CCCCCCC(=O)C,QDESCP/boltz/mol_979_rdkit_boltz.json
mol_980,Methyl nonanoate,-2.962,1,172.268,0,0,7,26.3,-3.38,CCCCCCCCC(=O)OC,QDESCP/boltz/mol_980_rdkit_boltz.json
mol_981,"1,4-Difluorobenzene",-2.636,1,114.094,0,1,0,0.0,-1.97,Fc1ccc(F)cc1,QDESCP/boltz/mol_981_rdkit_boltz.json
mol_982,Thalidomide,-1.944,1,258.233,1,3,1,83.55,-2.676,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,QDESCP/boltz/mol_982_rdkit_boltz.json
mol_983,Trifluralin,-5.205,1,335.282,0,1,7,89.52,-5.68,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,QDESCP/boltz/mol_983_rdkit_boltz.json
mol_984,Ethanol,0.02,1,46.069,1,0,0,20.23,1.1,CCO,QDESCP/boltz/mol_984_rdkit_boltz.json
mol_985,Cyclopentyl-5-spirobarbituric acid,-0.966,1,182.179,2,2,0,75.27,-2.349,O=C2NC(=O)C1(CCCC1)C(=O)N2,QDESCP/boltz/mol_985_rdkit_boltz.json
mol_986,Carbetamide,-2.29,1,236.271,2,1,4,67.43,-1.83,c1c(NC(=O)OC(C)C(=O)NCC)cccc1,QDESCP/boltz/mol_986_rdkit_boltz.json
mol_987,phenothrin,-6.763,1,350.458,0,3,6,35.53,-5.24,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,QDESCP/boltz/mol_987_rdkit_boltz.json
mol_988,Cycluron,-2.629,1,198.31,1,1,1,32.34,-2.218,CN(C)C(=O)NC1CCCCCCC1,QDESCP/boltz/mol_988_rdkit_boltz.json
mol_989,Mirex,-6.155,1,545.546,0,6,0,0.0,-6.8,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,QDESCP/boltz/mol_989_rdkit_boltz.json
mol_990,1-Bromooctane,-3.721,1,193.128,0,0,6,0.0,-5.06,CCCCCCCCBr,QDESCP/boltz/mol_990_rdkit_boltz.json
mol_991,Benomyl,-2.902,1,290.323,2,2,4,85.25,-4.883,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,QDESCP/boltz/mol_991_rdkit_boltz.json
mol_992,aminopyrine,-2.129,1,231.299,0,2,2,30.17,-0.364,CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,QDESCP/boltz/mol_992_rdkit_boltz.json
mol_993,3-Pentanol,-0.97,1,88.15,1,0,2,20.23,-0.24,CCC(O)CC,QDESCP/boltz/mol_993_rdkit_boltz.json
mol_994,p-Nitrotoluene,-2.64,1,137.138,0,1,1,43.14,-2.49,Cc1ccc(cc1)N(=O)=O,QDESCP/boltz/mol_994_rdkit_boltz.json
mol_995,4-Methylpentanol,-1.381,1,102.177,1,0,3,20.23,-1.14,CC(C)CCCO,QDESCP/boltz/mol_995_rdkit_boltz.json
mol_996,Norethisterone,-2.669,1,314.425,2,4,0,57.53,-4.57,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,QDESCP/boltz/mol_996_rdkit_boltz.json
mol_997,bromopropylate,-5.833,1,428.12,1,2,4,46.53,-4.93,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,QDESCP/boltz/mol_997_rdkit_boltz.json
mol_998,Pyrazon,-2.603,1,221.647,1,2,1,60.91,-2.878,Nc2cnn(c1ccccc1)c(=O)c2Cl,QDESCP/boltz/mol_998_rdkit_boltz.json
mol_999,2-Methylbutan-2-ol,-0.954,1,88.15,1,0,1,20.23,0.15,CCC(C)(C)O,QDESCP/boltz/mol_999_rdkit_boltz.json
mol_1000,p-Cresol,-2.313,1,108.14,1,1,0,20.23,-0.73,Cc1ccc(O)cc1,QDESCP/boltz/mol_1000_rdkit_boltz.json
mol_1001,Ethyl formate,-0.402,1,74.079,0,0,2,26.3,0.15,CCOC=O,QDESCP/boltz/mol_1001_rdkit_boltz.json
mol_1002,"N,N-Dimethylaniline",-2.542,1,121.183,0,1,1,3.24,-1.92,CN(C)c1ccccc1,QDESCP/boltz/mol_1002_rdkit_boltz.json
mol_1003,Decalin,-3.715,2,138.254,0,2,0,0.0,-5.19,C1CCC2CCCCC2C1,QDESCP/boltz/mol_1003_rdkit_boltz.json
mol_1004,Butanethiol ,-1.676,1,90.191,1,0,2,0.0,-2.18,CCCCS,QDESCP/boltz/mol_1004_rdkit_boltz.json
mol_1005,Benzo(e)pyrene,-6.007,2,252.316,0,5,0,0.0,-7.8,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,QDESCP/boltz/mol_1005_rdkit_boltz.json
mol_1006,Tetrachloroethylene,-3.063,1,165.834,0,0,0,0.0,-2.54,ClC(=C(Cl)Cl)Cl,QDESCP/boltz/mol_1006_rdkit_boltz.json
mol_1007,3-Pentanone,-0.912,1,86.134,0,0,2,17.07,-0.28,CCC(=O)CC,QDESCP/boltz/mol_1007_rdkit_boltz.json
mol_1008,Acrylonitrile,-0.354,1,53.064,0,0,0,23.79,0.15,C=CC#N,QDESCP/boltz/mol_1008_rdkit_boltz.json
mol_1009,Flumethasone,-3.539,1,410.457,3,4,2,94.83,-5.613,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,QDESCP/boltz/mol_1009_rdkit_boltz.json
mol_1010,2-Hexanone,-1.2,1,100.161,0,0,3,17.07,-0.8,CCCCC(=O)C,QDESCP/boltz/mol_1010_rdkit_boltz.json
mol_1011,Terbumeton,-3.505,1,225.296,2,1,4,71.96,-3.239,CCNc1nc(NC(C)(C)C)nc(OC)n1,QDESCP/boltz/mol_1011_rdkit_boltz.json
mol_1012,3-Methylheptane,-3.308,1,114.232,0,0,4,0.0,-5.16,CCCCC(C)CC,QDESCP/boltz/mol_1012_rdkit_boltz.json
mol_1013,"1,2-Dibromoethane",-2.102,1,187.862,0,0,1,0.0,-1.68,BrCCBr,QDESCP/boltz/mol_1013_rdkit_boltz.json
mol_1014,Isoprocarb,-2.734,1,193.246,1,1,2,38.33,-2.863,CNC(=O)Oc1ccccc1C(C)C,QDESCP/boltz/mol_1014_rdkit_boltz.json
mol_1015,Niridazole,-1.948,1,214.206,1,2,2,88.37,-3.22,O=C1NCCN1c2ncc(s2)N(=O)=O,QDESCP/boltz/mol_1015_rdkit_boltz.json
mol_1016,Benzo(a)fluorene,-5.189,2,216.283,0,4,0,0.0,-6.68,C1c2ccccc2c3ccc4ccccc4c13,QDESCP/boltz/mol_1016_rdkit_boltz.json
mol_1017,2-Chloroanisole,-2.912,1,142.585,0,1,1,9.23,-2.46,COc1ccccc1Cl,QDESCP/boltz/mol_1017_rdkit_boltz.json
mol_1018,Bromophos,-5.604,1,366.0,0,1,4,27.69,-6.09,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,QDESCP/boltz/mol_1018_rdkit_boltz.json
mol_1019,Quinonamid,-3.988,1,332.57,1,2,3,63.24,-5.03,ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,QDESCP/boltz/mol_1019_rdkit_boltz.json
mol_1020,"P,P'-DDD",-6.008,1,320.046,0,2,3,0.0,-7.2,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,QDESCP/boltz/mol_1020_rdkit_boltz.json
mol_1021,Methyl acrylate,-0.878,1,86.09,0,0,1,26.3,-0.22,COC(=O)C=C,QDESCP/boltz/mol_1021_rdkit_boltz.json
mol_1022,Chloroxuron,-4.477,1,290.75,1,2,3,41.57,-4.89,CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,QDESCP/boltz/mol_1022_rdkit_boltz.json
mol_1023,Azobenzene,-4.034,2,182.226,0,2,2,24.72,-4.45,N(=Nc1ccccc1)c2ccccc2,QDESCP/boltz/mol_1023_rdkit_boltz.json
mol_1024,4-Isopropyltoluene,-3.617,1,134.222,0,1,1,0.0,-3.77,CC(C)c1ccc(C)cc1,QDESCP/boltz/mol_1024_rdkit_boltz.json
mol_1025,"2,6-Dichlorophenol",-3.012,1,163.003,1,1,0,20.23,-1.79,Oc1c(Cl)cccc1Cl,QDESCP/boltz/mol_1025_rdkit_boltz.json
mol_1026,Sucrose,0.31,1,342.297,8,2,5,189.53,0.79,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,QDESCP/boltz/mol_1026_rdkit_boltz.json
mol_1027,d-inositol,-0.887,1,180.156,6,1,0,121.38,0.35,OC1C(O)C(O)C(O)C(O)C1O,QDESCP/boltz/mol_1027_rdkit_boltz.json
mol_1028,Dyphylline,-0.847,1,254.246,2,2,3,102.28,-0.17,Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,QDESCP/boltz/mol_1028_rdkit_boltz.json
mol_1029,Chloramphenicol,-2.613,1,323.132,3,1,6,112.7,-2.111,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,QDESCP/boltz/mol_1029_rdkit_boltz.json
mol_1030,3-Ethyl-3-pentanol,-1.663,1,116.204,1,0,3,20.23,-0.85,CCC(O)(CC)CC,QDESCP/boltz/mol_1030_rdkit_boltz.json
mol_1031,Epitostanol,-4.545,1,306.515,1,5,0,20.23,-5.41,CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,QDESCP/boltz/mol_1031_rdkit_boltz.json
mol_1032,"1,2-Dibromobenzene",-4.172,1,235.906,0,1,0,0.0,-3.5,Brc1ccccc1Br,QDESCP/boltz/mol_1032_rdkit_boltz.json
mol_1033,"2,4,6-Trichlorophenol",-3.648,1,197.448,1,1,0,20.23,-2.34,Oc1c(Cl)cc(Cl)cc1Cl,QDESCP/boltz/mol_1033_rdkit_boltz.json
mol_1034,oryzalin,-3.784,1,346.365,1,1,8,149.68,-5.16,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,QDESCP/boltz/mol_1034_rdkit_boltz.json
mol_1035,RTI 20,-3.663,1,255.292,0,3,2,20.31,-4.799,C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,QDESCP/boltz/mol_1035_rdkit_boltz.json
mol_1036,"2,4-Dimethyl-3-pentanone",-1.752,1,114.188,0,0,2,17.07,-1.3,CC(C)C(=O)C(C)C,QDESCP/boltz/mol_1036_rdkit_boltz.json
mol_1037,5-(3-Methyl-2-butenyl)-5-isoPrbarbital,-2.465,1,238.287,2,1,3,75.27,-2.593,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,QDESCP/boltz/mol_1037_rdkit_boltz.json
mol_1038,gentisin,-1.292,1,262.261,2,3,1,75.99,-2.943,c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),QDESCP/boltz/mol_1038_rdkit_boltz.json
mol_1039,Caffeine,-1.498,1,194.194,0,2,0,61.82,-0.876,Cn1cnc2n(C)c(=O)n(C)c(=O)c12,QDESCP/boltz/mol_1039_rdkit_boltz.json
mol_1040,Spironolactone,-3.842,1,416.583,0,5,1,60.44,-4.173,CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,QDESCP/boltz/mol_1040_rdkit_boltz.json
mol_1041,"3,4-Dimethylphenol",-2.621,1,122.167,1,1,0,20.23,-1.38,Cc1ccc(O)cc1C,QDESCP/boltz/mol_1041_rdkit_boltz.json
mol_1042,Diphenyl ether ,-4.254,2,170.211,0,2,2,9.23,-3.96,O(c1ccccc1)c2ccccc2,QDESCP/boltz/mol_1042_rdkit_boltz.json
mol_1043,"2,2',4,4',5,5'-PCB",-7.343,1,360.882,0,2,1,0.0,-8.56,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,QDESCP/boltz/mol_1043_rdkit_boltz.json
mol_1044,nicotinamide,-0.964,1,122.127,1,1,1,55.98,0.61,NC(=O)c1cccnc1 ,QDESCP/boltz/mol_1044_rdkit_boltz.json
mol_1045,Thiophenol ,-2.758,1,110.181,1,1,0,0.0,-2.12,Sc1ccccc1,QDESCP/boltz/mol_1045_rdkit_boltz.json
mol_1046,XMC,-2.688,1,179.219,1,1,1,38.33,-2.581,CNC(=O)Oc1cc(C)cc(C)c1,QDESCP/boltz/mol_1046_rdkit_boltz.json
mol_1047,Chlordane,-6.039,1,409.782,0,3,0,0.0,-6.86,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,QDESCP/boltz/mol_1047_rdkit_boltz.json
mol_1048,Dimethyldisulfide,-1.524,1,94.204,0,0,1,0.0,-1.44,CSSC,QDESCP/boltz/mol_1048_rdkit_boltz.json
mol_1049,Benzamide,-1.501,1,121.139,1,1,1,43.09,-0.96,NC(=O)c1ccccc1,QDESCP/boltz/mol_1049_rdkit_boltz.json
mol_1050,o-Chlorobromobenzene,-3.84,1,191.455,0,1,0,0.0,-3.19,Clc1ccccc1Br,QDESCP/boltz/mol_1050_rdkit_boltz.json
mol_1051,Monotropitoside,-1.493,1,446.405,6,3,6,184.6,-0.742,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,QDESCP/boltz/mol_1051_rdkit_boltz.json
mol_1052,3-Heptanol ,-1.678,1,116.204,1,0,4,20.23,-1.47,CCCCC(O)CC,QDESCP/boltz/mol_1052_rdkit_boltz.json
mol_1053,RTI 15,-3.891,1,268.32,1,3,1,58.12,-4.554,CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,QDESCP/boltz/mol_1053_rdkit_boltz.json
mol_1054,"3,5-Dichlorophenol",-3.428,1,163.003,1,1,0,20.23,-1.34,Oc1cc(Cl)cc(Cl)c1,QDESCP/boltz/mol_1054_rdkit_boltz.json
mol_1055,1-Methylphenanthrene,-4.87,1,192.261,0,3,0,0.0,-5.85,Cc1cccc2c1ccc3ccccc32,QDESCP/boltz/mol_1055_rdkit_boltz.json
mol_1056,2-Ethyl-1-hexanol,-2.089,1,130.231,1,0,5,20.23,-2.11,CCCCC(CC)CO,QDESCP/boltz/mol_1056_rdkit_boltz.json
mol_1057,Diallate,-3.827,1,270.225,0,0,4,20.31,-4.286,CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,QDESCP/boltz/mol_1057_rdkit_boltz.json
mol_1058,Toluene ,-2.713,1,92.141,0,1,0,0.0,-2.21,Cc1ccccc1,QDESCP/boltz/mol_1058_rdkit_boltz.json
mol_1059,Nitrapyrin,-3.833,1,230.909,0,1,0,12.89,-3.76,Clc1cccc(n1)C(Cl)(Cl)Cl,QDESCP/boltz/mol_1059_rdkit_boltz.json
mol_1060,Cycloheptene,-2.599,2,96.173,0,1,0,0.0,-3.18,C1CCC=CCC1,QDESCP/boltz/mol_1060_rdkit_boltz.json
mol_1061,Thiram,-2.444,1,240.444,0,0,0,6.48,-3.9,CN(C)C(=S)SSC(=S)N(C)C ,QDESCP/boltz/mol_1061_rdkit_boltz.json
mol_1062,Griseofulvin,-3.328,1,352.77,0,3,3,71.06,-3.246,COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,QDESCP/boltz/mol_1062_rdkit_boltz.json
mol_1063,1-Decanol,-2.814,1,158.285,1,0,8,20.23,-3.63,CCCCCCCCCCO,QDESCP/boltz/mol_1063_rdkit_boltz.json
mol_1064,"3,3-Dimethylpentane",-2.938,1,100.205,0,0,2,0.0,-4.23,CCC(C)(C)CC,QDESCP/boltz/mol_1064_rdkit_boltz.json
mol_1065,vamidothion,-1.446,1,287.343,1,0,8,64.63,1.144,CNC(=O)C(C)SCCSP(=O)(OC)(OC),QDESCP/boltz/mol_1065_rdkit_boltz.json
mol_1066,"2,3,4,5-Tetrachlorophenol",-4.335,1,231.893,1,1,0,20.23,-3.15,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,QDESCP/boltz/mol_1066_rdkit_boltz.json
mol_1067,Butyraldehyde,-0.749,1,72.107,0,0,2,17.07,-0.01,CCCC=O,QDESCP/boltz/mol_1067_rdkit_boltz.json
mol_1068,dexamethasone acetate,-3.933,1,434.504,2,4,3,100.9,-4.9,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,QDESCP/boltz/mol_1068_rdkit_boltz.json
mol_1069,Butane,-1.907,1,58.124,0,0,1,0.0,-2.57,CCCC,QDESCP/boltz/mol_1069_rdkit_boltz.json
mol_1070,o-Methoxyphenol,-1.941,1,124.139,1,1,1,29.46,-1.96,COc1ccccc1O,QDESCP/boltz/mol_1070_rdkit_boltz.json
mol_1071,Fluoromethalone,-3.507,1,376.468,2,4,1,74.6,-4.099,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,QDESCP/boltz/mol_1071_rdkit_boltz.json
mol_1072,Pentachloroethane,-3.382,1,202.295,0,0,0,0.0,-2.6,ClC(Cl)C(Cl)(Cl)Cl,QDESCP/boltz/mol_1072_rdkit_boltz.json
